COUNTRY,YEAR,VEHICLE,FUEL,UNITS
Portugal,2018,Large Cars,Electric,2053
Portugal,2018,Large Cars,Hybrid,382
Portugal,2018,Large Cars,Petrol,916
Portugal,2018,Luxury Cars,Alternative,0
Portugal,2018,Luxury Cars,Diesel,253
Portugal,2018,Luxury Cars,Electric,0
Portugal,2018,Luxury Cars,Hybrid,245
Portugal,2018,Luxury Cars,Petrol,73
Portugal,2018,Medium Cars,Alternative,21
Portugal,2018,Medium Cars,Diesel,38330
Portugal,2018,Medium Cars,Electric,3116
Portugal,2018,Medium Cars,Hybrid,493
Portugal,2018,Medium Cars,Petrol,10490
Portugal,2018,Mini Cars,Alternative,152
Portugal,2018,Mini Cars,Diesel,1721
Portugal,2018,Mini Cars,Electric,980
Portugal,2018,Mini Cars,Hybrid,11
Portugal,2018,Mini Cars,Petrol,15424
Portugal,2018,Minivans,Alternative,47
Portugal,2018,Minivans,Diesel,4827
Portugal,2018,Minivans,Electric,64
Portugal,2018,Minivans,Hybrid,3
Portugal,2018,Minivans,Petrol,460
Portugal,2018,SUVs,Alternative,256
Portugal,2018,SUVs,Diesel,36355
Portugal,2018,SUVs,Electric,427
Portugal,2018,SUVs,Hybrid,1356
Portugal,2018,SUVs,Petrol,22681
Portugal,2018,Small Cars,Alternative,1292
Portugal,2018,Small Cars,Diesel,18906
Portugal,2018,Small Cars,Electric,3109
Portugal,2018,Small Cars,Hybrid,345
Portugal,2018,Small Cars,Petrol,40333
Portugal,2018,Sports Cars,Alternative,0
Portugal,2018,Sports Cars,Diesel,159
Portugal,2018,Sports Cars,Electric,276
Portugal,2018,Sports Cars,Hybrid,13
Portugal,2018,Sports Cars,Petrol,472
Portugal,2019,Executive Cars,Alternative,0
Portugal,2019,Executive Cars,Diesel,2451
Portugal,2019,Executive Cars,Electric,0
Portugal,2019,Executive Cars,Hybrid,1740
Portugal,2019,Executive Cars,Petrol,139
Portugal,2019,Large Cars,Alternative,3
Portugal,2019,Large Cars,Diesel,8374
Portugal,2019,Large Cars,Electric,2574
Portugal,2019,Large Cars,Hybrid,581
Portugal,2019,Large Cars,Petrol,971
Portugal,2019,Luxury Cars,Alternative,0
Portugal,2019,Luxury Cars,Diesel,170
Portugal,2019,Luxury Cars,Electric,0
Portugal,2019,Luxury Cars,Hybrid,192
Portugal,2019,Luxury Cars,Petrol,58
Portugal,2019,Medium Cars,Alternative,17
Portugal,2019,Medium Cars,Diesel,35292
Portugal,2019,Medium Cars,Electric,3234
Portugal,2019,Medium Cars,Hybrid,2040
Portugal,2019,Medium Cars,Petrol,17368
Portugal,2019,Mini Cars,Alternative,153
Portugal,2019,Mini Cars,Diesel,1183
Portugal,2019,Mini Cars,Electric,753
Portugal,2019,Mini Cars,Hybrid,100
Portugal,2019,Mini Cars,Petrol,17891
Portugal,2019,Minivans,Alternative,60
Portugal,2019,Minivans,Diesel,3985
Portugal,2019,Minivans,Electric,63
Portugal,2019,Minivans,Hybrid,31
Portugal,2019,Minivans,Petrol,1351
Portugal,2019,SUVs,Alternative,354
Portugal,2019,SUVs,Diesel,24307
Portugal,2019,SUVs,Electric,2117
Portugal,2019,SUVs,Hybrid,2023
Portugal,2019,SUVs,Petrol,30169
Portugal,2019,Small Cars,Alternative,1405
Portugal,2019,Small Cars,Diesel,8173
Portugal,2019,Small Cars,Electric,2707
Portugal,2019,Small Cars,Hybrid,778
Portugal,2019,Small Cars,Petrol,44531
Portugal,2019,Sports Cars,Alternative,0
Portugal,2019,Sports Cars,Diesel,210
Portugal,2019,Sports Cars,Electric,260
Portugal,2019,Sports Cars,Hybrid,7
Portugal,2019,Sports Cars,Petrol,654
Portugal,2020,Executive Cars,Alternative,0
Portugal,2020,Executive Cars,Diesel,1018
Portugal,2020,Executive Cars,Electric,0
Portugal,2020,Executive Cars,Hybrid,893
Portugal,2020,Executive Cars,Petrol,59
Portugal,2020,Large Cars,Alternative,2
Portugal,2020,Large Cars,Diesel,5966
Portugal,2020,Large Cars,Electric,2616
Portugal,2020,Large Cars,Hybrid,647
Portugal,2020,Large Cars,Petrol,923
Portugal,2020,Luxury Cars,Alternative,0
Portugal,2020,Luxury Cars,Diesel,94
Portugal,2020,Luxury Cars,Electric,0
Portugal,2020,Luxury Cars,Hybrid,119
Portugal,2020,Luxury Cars,Petrol,46
Portugal,2020,Medium Cars,Alternative,9
Portugal,2020,Medium Cars,Diesel,14489
Portugal,2020,Medium Cars,Electric,2710
Portugal,2020,Medium Cars,Hybrid,1833
Portugal,2020,Medium Cars,Petrol,9910
Portugal,2020,Mini Cars,Alternative,3
Portugal,2020,Mini Cars,Diesel,583
Portugal,2020,Mini Cars,Electric,2361
Portugal,2020,Mini Cars,Hybrid,213
Portugal,2020,Mini Cars,Petrol,9690
Portugal,2020,Minivans,Alternative,6
Portugal,2020,Minivans,Diesel,3993
Portugal,2020,Minivans,Electric,1789
Portugal,2020,Minivans,Hybrid,109
Portugal,2020,Minivans,Petrol,6331
Portugal,2020,SUVs,Alternative,609
Portugal,2020,SUVs,Diesel,13575
Portugal,2020,SUVs,Electric,3178
Portugal,2020,SUVs,Hybrid,2684
Portugal,2020,SUVs,Petrol,19480
Portugal,2020,Small Cars,Alternative,955
Portugal,2020,Small Cars,Diesel,4625
Portugal,2020,Small Cars,Electric,3280
Portugal,2020,Small Cars,Hybrid,594
Portugal,2020,Small Cars,Petrol,26316
Portugal,2020,Sports Cars,Alternative,0
Portugal,2020,Sports Cars,Diesel,558
Portugal,2020,Sports Cars,Electric,63
Portugal,2020,Sports Cars,Hybrid,10
Portugal,2020,Sports Cars,Petrol,178
Portugal,2021,Executive Cars,Alternative,0
Portugal,2021,Executive Cars,Diesel,682
Portugal,2021,Executive Cars,Electric,14
Portugal,2021,Executive Cars,Hybrid,795
Portugal,2021,Executive Cars,Petrol,39
Portugal,2021,Large Cars,Alternative,3
Portugal,2021,Large Cars,Diesel,3582
Portugal,2021,Large Cars,Electric,4796
Portugal,2021,Large Cars,Hybrid,1072
Portugal,2021,Large Cars,Petrol,3337
Portugal,2021,Luxury Cars,Alternative,0
Portugal,2021,Luxury Cars,Diesel,35
Portugal,2021,Luxury Cars,Electric,2
Portugal,2021,Luxury Cars,Hybrid,108
Portugal,2021,Luxury Cars,Petrol,45
Portugal,2021,Medium Cars,Alternative,0
Portugal,2021,Medium Cars,Diesel,11205
Portugal,2021,Medium Cars,Electric,2587
Portugal,2021,Medium Cars,Hybrid,638
Portugal,2021,Medium Cars,Petrol,9839
Portugal,2021,Mini Cars,Alternative,3
Portugal,2021,Mini Cars,Diesel,1636
Portugal,2021,Mini Cars,Electric,3301
Portugal,2021,Mini Cars,Hybrid,380
Portugal,2021,Mini Cars,Petrol,8770
Portugal,2021,Minivans,Alternative,50
Portugal,2021,Minivans,Diesel,3994
Portugal,2021,Minivans,Electric,3439
Portugal,2021,Minivans,Hybrid,190
Portugal,2021,Minivans,Petrol,7336
Portugal,2021,SUVs,Alternative,686
Portugal,2021,SUVs,Diesel,11216
Portugal,2021,SUVs,Electric,4955
Portugal,2021,SUVs,Hybrid,2933
Portugal,2021,SUVs,Petrol,23600
Portugal,2021,Small Cars,Alternative,2688
Portugal,2021,Small Cars,Diesel,3221
Portugal,2021,Small Cars,Electric,4211
Portugal,2021,Small Cars,Hybrid,738
Portugal,2021,Small Cars,Petrol,28616
Portugal,2021,Sports Cars,Alternative,0
Portugal,2021,Sports Cars,Diesel,2282
Portugal,2021,Sports Cars,Electric,814
Portugal,2021,Sports Cars,Hybrid,574
Portugal,2021,Sports Cars,Petrol,1540
Portugal,2022,Executive Cars,Alternative,0
Portugal,2022,Executive Cars,Diesel,2326
Portugal,2022,Executive Cars,Electric,85
Portugal,2022,Executive Cars,Hybrid,603
Portugal,2022,Executive Cars,Petrol,116
Portugal,2022,Large Cars,Alternative,1
Portugal,2022,Large Cars,Diesel,9168
Portugal,2022,Large Cars,Electric,1741
Portugal,2022,Large Cars,Hybrid,1912
Portugal,2022,Large Cars,Petrol,1969
Portugal,2022,Luxury Cars,Alternative,0
Portugal,2022,Luxury Cars,Diesel,59
Portugal,2022,Luxury Cars,Electric,6
Portugal,2022,Luxury Cars,Hybrid,226
Portugal,2022,Luxury Cars,Petrol,49
Portugal,2022,Medium Cars,Alternative,0
Portugal,2022,Medium Cars,Diesel,15492
Portugal,2022,Medium Cars,Electric,6311
Portugal,2022,Medium Cars,Hybrid,1979
Portugal,2022,Medium Cars,Petrol,12871
Portugal,2022,Mini Cars,Alternative,41
Portugal,2022,Mini Cars,Diesel,302
Portugal,2022,Mini Cars,Electric,3761
Portugal,2022,Mini Cars,Hybrid,550
Portugal,2022,Mini Cars,Petrol,10506
Portugal,2022,Minivans,Alternative,22
Portugal,2022,Minivans,Diesel,3039
Portugal,2022,Minivans,Electric,4382
Portugal,2022,Minivans,Hybrid,176
Portugal,2022,Minivans,Petrol,3594
Portugal,2022,SUVs,Alternative,96
Portugal,2022,SUVs,Diesel,11587
Portugal,2022,SUVs,Electric,9111
Portugal,2022,SUVs,Hybrid,2007
Portugal,2022,SUVs,Petrol,22709
Portugal,2022,Small Cars,Alternative,2309
Portugal,2022,Small Cars,Diesel,2408
Portugal,2022,Small Cars,Electric,9217
Portugal,2022,Small Cars,Hybrid,1331
Portugal,2022,Small Cars,Petrol,27810
Portugal,2022,Sports Cars,Alternative,0
Portugal,2022,Sports Cars,Diesel,377
Portugal,2022,Sports Cars,Electric,2256
Portugal,2022,Sports Cars,Hybrid,739
Portugal,2022,Sports Cars,Petrol,1518
Romania,2014,Executive Cars,Alternative,3
Romania,2014,Executive Cars,Diesel,721
Romania,2014,Executive Cars,Electric,0
Romania,2014,Executive Cars,Hybrid,19
Romania,2014,Executive Cars,Petrol,66
Romania,2014,Large Cars,Alternative,386
Romania,2014,Large Cars,Diesel,4323
Romania,2014,Large Cars,Electric,0
Romania,2014,Large Cars,Hybrid,0
Romania,2014,Large Cars,Petrol,461
Romania,2014,Luxury Cars,Alternative,0
Romania,2014,Luxury Cars,Diesel,219
Romania,2014,Luxury Cars,Electric,46
Romania,2014,Luxury Cars,Hybrid,0
Romania,2014,Luxury Cars,Petrol,91
Romania,2014,Medium Cars,Alternative,359
Romania,2014,Medium Cars,Diesel,9238
Romania,2014,Medium Cars,Electric,0
Romania,2014,Medium Cars,Hybrid,2
Romania,2014,Medium Cars,Petrol,7512
Romania,2014,Mini Cars,Alternative,1
Romania,2014,Mini Cars,Diesel,486
Romania,2014,Mini Cars,Electric,3
Romania,2014,Mini Cars,Hybrid,0
Romania,2014,Mini Cars,Petrol,2460
Romania,2014,Minivans,Alternative,0
Romania,2014,Minivans,Diesel,1079
Romania,2014,Minivans,Electric,0
Romania,2014,Minivans,Hybrid,0
Romania,2014,Minivans,Petrol,391
Romania,2014,SUVs,Alternative,6
Romania,2014,SUVs,Diesel,12621
Romania,2014,SUVs,Electric,2
Romania,2014,SUVs,Hybrid,10
Romania,2014,SUVs,Petrol,3221
Romania,2014,Small Cars,Alternative,309
Romania,2014,Small Cars,Diesel,9520
Romania,2014,Small Cars,Electric,0
Romania,2014,Small Cars,Hybrid,0
Romania,2014,Small Cars,Petrol,15291
Romania,2014,Sports Cars,Alternative,0
Romania,2014,Sports Cars,Diesel,90
Romania,2014,Sports Cars,Electric,3
Romania,2014,Sports Cars,Hybrid,1
Romania,2014,Sports Cars,Petrol,77
Romania,2015,Executive Cars,Alternative,1
Romania,2015,Executive Cars,Diesel,640
Romania,2015,Executive Cars,Electric,0
Romania,2015,Executive Cars,Hybrid,18
Romania,2015,Executive Cars,Petrol,70
Romania,2015,Large Cars,Alternative,1
Romania,2015,Large Cars,Diesel,4336
Romania,2015,Large Cars,Electric,0
Romania,2015,Large Cars,Hybrid,1
Romania,2015,Large Cars,Petrol,553
Romania,2015,Luxury Cars,Alternative,0
Romania,2015,Luxury Cars,Diesel,183
Romania,2015,Luxury Cars,Electric,38
Romania,2015,Luxury Cars,Hybrid,2
Romania,2015,Luxury Cars,Petrol,85
Romania,2015,Medium Cars,Alternative,285
Romania,2015,Medium Cars,Diesel,10486
Romania,2015,Medium Cars,Electric,2
Romania,2015,Medium Cars,Hybrid,6
Romania,2015,Medium Cars,Petrol,9143
Romania,2015,Mini Cars,Alternative,145
Romania,2015,Mini Cars,Diesel,834
Romania,2015,Mini Cars,Electric,3
Romania,2015,Mini Cars,Hybrid,0
Romania,2015,Mini Cars,Petrol,2358
Romania,2015,Minivans,Alternative,0
Romania,2015,Minivans,Diesel,1152
Romania,2015,Minivans,Electric,0
Romania,2015,Minivans,Hybrid,0
Romania,2015,Minivans,Petrol,298
Romania,2015,SUVs,Alternative,2
Romania,2015,SUVs,Diesel,15675
Romania,2015,SUVs,Electric,0
Romania,2015,SUVs,Hybrid,10
Romania,2015,SUVs,Petrol,4573
Romania,2015,Small Cars,Alternative,581
Romania,2015,Small Cars,Diesel,9616
Romania,2015,Small Cars,Electric,11
Romania,2015,Small Cars,Hybrid,3
Romania,2015,Small Cars,Petrol,18291
Romania,2015,Sports Cars,Alternative,0
Romania,2015,Sports Cars,Diesel,110
Romania,2015,Sports Cars,Electric,14
Romania,2015,Sports Cars,Hybrid,2
Romania,2015,Sports Cars,Petrol,104
Romania,2016,Executive Cars,Alternative,0
Romania,2016,Executive Cars,Diesel,696
Romania,2016,Executive Cars,Electric,0
Romania,2016,Executive Cars,Hybrid,22
Romania,2016,Executive Cars,Petrol,94
Romania,2016,Large Cars,Alternative,0
Romania,2016,Large Cars,Diesel,5553
Romania,2016,Large Cars,Electric,0
Romania,2016,Large Cars,Hybrid,19
Romania,2016,Large Cars,Petrol,938
Romania,2016,Luxury Cars,Alternative,0
Romania,2016,Luxury Cars,Diesel,248
Romania,2016,Luxury Cars,Electric,52
Romania,2016,Luxury Cars,Hybrid,4
Romania,2016,Luxury Cars,Petrol,128
Romania,2016,Medium Cars,Alternative,172
Romania,2016,Medium Cars,Diesel,11317
Romania,2016,Medium Cars,Electric,39
Romania,2016,Medium Cars,Hybrid,5
Romania,2016,Medium Cars,Petrol,12717
Romania,2016,Mini Cars,Alternative,230
Romania,2016,Mini Cars,Diesel,166
Romania,2016,Mini Cars,Electric,7
Romania,2016,Mini Cars,Hybrid,0
Romania,2016,Mini Cars,Petrol,1907
Romania,2016,Minivans,Alternative,1
Romania,2016,Minivans,Diesel,1486
Romania,2016,Minivans,Electric,7
Romania,2016,Minivans,Hybrid,0
Romania,2016,Minivans,Petrol,327
Romania,2016,SUVs,Alternative,0
Romania,2016,SUVs,Diesel,17383
Romania,2016,SUVs,Electric,21
Romania,2016,SUVs,Hybrid,64
Romania,2016,SUVs,Petrol,8182
Romania,2016,Small Cars,Alternative,756
Romania,2016,Small Cars,Diesel,9740
Romania,2016,Small Cars,Electric,91
Romania,2016,Small Cars,Hybrid,31
Romania,2016,Small Cars,Petrol,20771
Romania,2016,Sports Cars,Alternative,0
Romania,2016,Sports Cars,Diesel,104
Romania,2016,Sports Cars,Electric,7
Romania,2016,Sports Cars,Hybrid,12
Romania,2016,Sports Cars,Petrol,207
Romania,2017,Executive Cars,Alternative,0
Romania,2017,Executive Cars,Diesel,807
Romania,2017,Executive Cars,Electric,0
Romania,2017,Executive Cars,Hybrid,8
Romania,2017,Executive Cars,Petrol,175
Romania,2017,Large Cars,Alternative,0
Romania,2017,Large Cars,Diesel,5288
Romania,2017,Large Cars,Electric,0
Romania,2017,Large Cars,Hybrid,32
Romania,2017,Large Cars,Petrol,1049
Romania,2017,Luxury Cars,Alternative,0
Romania,2017,Luxury Cars,Diesel,195
Romania,2017,Luxury Cars,Electric,43
Romania,2017,Luxury Cars,Hybrid,14
Romania,2017,Luxury Cars,Petrol,122
Romania,2017,Medium Cars,Alternative,0
Romania,2017,Medium Cars,Diesel,11639
Romania,2017,Medium Cars,Electric,33
Romania,2017,Medium Cars,Hybrid,14
Romania,2017,Medium Cars,Petrol,15675
Romania,2017,Mini Cars,Alternative,231
Romania,2017,Mini Cars,Diesel,35
Romania,2017,Mini Cars,Electric,71
Romania,2017,Mini Cars,Hybrid,0
Romania,2017,Mini Cars,Petrol,2053
Romania,2017,Minivans,Alternative,11
Romania,2017,Minivans,Diesel,1514
Romania,2017,Minivans,Electric,36
Romania,2017,Minivans,Hybrid,0
Romania,2017,Minivans,Petrol,199
Romania,2017,SUVs,Alternative,0
Romania,2017,SUVs,Diesel,19817
Romania,2017,SUVs,Electric,25
Romania,2017,SUVs,Hybrid,90
Romania,2017,SUVs,Petrol,11175
Romania,2017,Small Cars,Alternative,583
Romania,2017,Small Cars,Diesel,11919
Romania,2017,Small Cars,Electric,198
Romania,2017,Small Cars,Hybrid,54
Romania,2017,Small Cars,Petrol,20737
Romania,2017,Sports Cars,Alternative,0
Romania,2017,Sports Cars,Diesel,67
Romania,2017,Sports Cars,Electric,5
Romania,2017,Sports Cars,Hybrid,2
Romania,2017,Sports Cars,Petrol,126
Romania,2018,Executive Cars,Alternative,0
Romania,2018,Executive Cars,Diesel,673
Romania,2018,Executive Cars,Electric,0
Romania,2018,Executive Cars,Hybrid,27
Romania,2018,Executive Cars,Petrol,230
Romania,2018,Large Cars,Alternative,0
Romania,2018,Large Cars,Diesel,4798
Romania,2018,Large Cars,Electric,73
Romania,2018,Large Cars,Hybrid,97
Romania,2018,Large Cars,Petrol,1725
Romania,2018,Luxury Cars,Alternative,0
Romania,2018,Luxury Cars,Diesel,201
Romania,2018,Luxury Cars,Electric,46
Romania,2018,Luxury Cars,Hybrid,11
Romania,2018,Luxury Cars,Petrol,158
Romania,2018,Medium Cars,Alternative,0
Romania,2018,Medium Cars,Diesel,9035
Romania,2018,Medium Cars,Electric,49
Romania,2018,Medium Cars,Hybrid,47
Romania,2018,Medium Cars,Petrol,18292
Romania,2018,Mini Cars,Alternative,114
Romania,2018,Mini Cars,Diesel,32
Romania,2018,Mini Cars,Electric,272
Romania,2018,Mini Cars,Hybrid,1
Romania,2018,Mini Cars,Petrol,2216
Romania,2018,Minivans,Alternative,0
Romania,2018,Minivans,Diesel,1213
Romania,2018,Minivans,Electric,1
Romania,2018,Minivans,Hybrid,1
Romania,2018,Minivans,Petrol,255
Romania,2018,SUVs,Alternative,594
Romania,2018,SUVs,Diesel,21766
Romania,2018,SUVs,Electric,38
Romania,2018,SUVs,Hybrid,169
Romania,2018,SUVs,Petrol,20267
Romania,2018,Small Cars,Alternative,6275
Romania,2018,Small Cars,Diesel,9651
Romania,2018,Small Cars,Electric,344
Romania,2018,Small Cars,Hybrid,62
Romania,2018,Small Cars,Petrol,30943
Romania,2018,Sports Cars,Alternative,0
Romania,2018,Sports Cars,Diesel,72
Romania,2018,Sports Cars,Electric,3
Romania,2018,Sports Cars,Hybrid,1
Romania,2018,Sports Cars,Petrol,124
Romania,2019,Executive Cars,Alternative,0
Romania,2019,Executive Cars,Diesel,586
Romania,2019,Executive Cars,Electric,0
Romania,2019,Executive Cars,Hybrid,20
Romania,2019,Executive Cars,Petrol,274
Romania,2019,Large Cars,Alternative,0
Romania,2019,Large Cars,Diesel,3644
Romania,2019,Large Cars,Electric,144
Romania,2019,Large Cars,Hybrid,28
Romania,2019,Large Cars,Petrol,1727
Romania,2019,Luxury Cars,Alternative,0
Romania,2019,Luxury Cars,Diesel,129
Romania,2019,Luxury Cars,Electric,31
Romania,2019,Luxury Cars,Hybrid,17
Romania,2019,Luxury Cars,Petrol,113
Romania,2019,Medium Cars,Alternative,0
Romania,2019,Medium Cars,Diesel,6625
Romania,2019,Medium Cars,Electric,854
Romania,2019,Medium Cars,Hybrid,197
Romania,2019,Medium Cars,Petrol,24174
Romania,2019,Mini Cars,Alternative,115
Romania,2019,Mini Cars,Diesel,11
Romania,2019,Mini Cars,Electric,393
Romania,2019,Mini Cars,Hybrid,12
Romania,2019,Mini Cars,Petrol,2244
Romania,2019,Minivans,Alternative,1
Romania,2019,Minivans,Diesel,1467
Romania,2019,Minivans,Electric,5
Romania,2019,Minivans,Hybrid,10
Romania,2019,Minivans,Petrol,399
Romania,2019,SUVs,Alternative,1070
Romania,2019,SUVs,Diesel,19579
Romania,2019,SUVs,Electric,95
Romania,2019,SUVs,Hybrid,546
Romania,2019,SUVs,Petrol,35451
Romania,2019,Small Cars,Alternative,11343
Romania,2019,Small Cars,Diesel,7560
Romania,2019,Small Cars,Electric,931
Romania,2019,Small Cars,Hybrid,435
Romania,2019,Small Cars,Petrol,46819
Romania,2019,Sports Cars,Alternative,0
Romania,2019,Sports Cars,Diesel,90
Romania,2019,Sports Cars,Electric,4
Romania,2019,Sports Cars,Hybrid,4
Romania,2019,Sports Cars,Petrol,312
Romania,2020,Executive Cars,Alternative,0
Romania,2020,Executive Cars,Diesel,910
Romania,2020,Executive Cars,Electric,3
Romania,2020,Executive Cars,Hybrid,56
Romania,2020,Executive Cars,Petrol,432
Romania,2020,Large Cars,Alternative,0
Romania,2020,Large Cars,Diesel,2105
Romania,2020,Large Cars,Electric,231
Romania,2020,Large Cars,Hybrid,68
Romania,2020,Large Cars,Petrol,4035
Romania,2020,Luxury Cars,Alternative,0
Romania,2020,Luxury Cars,Diesel,57
Romania,2020,Luxury Cars,Electric,17
Romania,2020,Luxury Cars,Hybrid,13
Romania,2020,Luxury Cars,Petrol,79
Romania,2020,Medium Cars,Alternative,0
Romania,2020,Medium Cars,Diesel,4620
Romania,2020,Medium Cars,Electric,369
Romania,2020,Medium Cars,Hybrid,202
Romania,2020,Medium Cars,Petrol,13179
Romania,2020,Mini Cars,Alternative,4
Romania,2020,Mini Cars,Diesel,406
Romania,2020,Mini Cars,Electric,856
Romania,2020,Mini Cars,Hybrid,56
Romania,2020,Mini Cars,Petrol,4499
Romania,2020,Minivans,Alternative,0
Romania,2020,Minivans,Diesel,1226
Romania,2020,Minivans,Electric,504
Romania,2020,Minivans,Hybrid,20
Romania,2020,Minivans,Petrol,480
Romania,2020,SUVs,Alternative,891
Romania,2020,SUVs,Diesel,16643
Romania,2020,SUVs,Electric,249
Romania,2020,SUVs,Hybrid,838
Romania,2020,SUVs,Petrol,25043
Romania,2020,Small Cars,Alternative,8253
Romania,2020,Small Cars,Diesel,5742
Romania,2020,Small Cars,Electric,1507
Romania,2020,Small Cars,Hybrid,506
Romania,2020,Small Cars,Petrol,25838
Romania,2020,Sports Cars,Alternative,0
Romania,2020,Sports Cars,Diesel,184
Romania,2020,Sports Cars,Electric,39
Romania,2020,Sports Cars,Hybrid,12
Romania,2020,Sports Cars,Petrol,666
Romania,2021,Executive Cars,Alternative,0
Romania,2021,Executive Cars,Diesel,257
Romania,2021,Executive Cars,Electric,11
Romania,2021,Executive Cars,Hybrid,46
Romania,2021,Executive Cars,Petrol,146
Romania,2021,Large Cars,Alternative,0
Romania,2021,Large Cars,Diesel,2023
Romania,2021,Large Cars,Electric,1374
Romania,2021,Large Cars,Hybrid,136
Romania,2021,Large Cars,Petrol,5898
Romania,2021,Luxury Cars,Alternative,0
Romania,2021,Luxury Cars,Diesel,46
Romania,2021,Luxury Cars,Electric,24
Romania,2021,Luxury Cars,Hybrid,5
Romania,2021,Luxury Cars,Petrol,55
Romania,2021,Medium Cars,Alternative,0
Romania,2021,Medium Cars,Diesel,3411
Romania,2021,Medium Cars,Electric,697
Romania,2021,Medium Cars,Hybrid,270
Romania,2021,Medium Cars,Petrol,11872
Romania,2021,Mini Cars,Alternative,176
Romania,2021,Mini Cars,Diesel,418
Romania,2021,Mini Cars,Electric,430
Romania,2021,Mini Cars,Hybrid,139
Romania,2021,Mini Cars,Petrol,3483
Romania,2021,Minivans,Alternative,4
Romania,2021,Minivans,Diesel,3833
Romania,2021,Minivans,Electric,1554
Romania,2021,Minivans,Hybrid,236
Romania,2021,Minivans,Petrol,1756
Romania,2021,SUVs,Alternative,1656
Romania,2021,SUVs,Diesel,12419
Romania,2021,SUVs,Electric,2008
Romania,2021,SUVs,Hybrid,1132
Romania,2021,SUVs,Petrol,26825
Romania,2021,Small Cars,Alternative,13028
Romania,2021,Small Cars,Diesel,432
Romania,2021,Small Cars,Electric,1980
Romania,2021,Small Cars,Hybrid,564
Romania,2021,Small Cars,Petrol,16992
Romania,2021,Sports Cars,Alternative,0
Romania,2021,Sports Cars,Diesel,284
Romania,2021,Sports Cars,Electric,242
Romania,2021,Sports Cars,Hybrid,37
Romania,2021,Sports Cars,Petrol,1896
Romania,2022,Executive Cars,Alternative,0
Romania,2022,Executive Cars,Diesel,567
Romania,2022,Executive Cars,Electric,46
Romania,2022,Executive Cars,Hybrid,16
Romania,2022,Executive Cars,Petrol,172
Romania,2022,Large Cars,Alternative,0
Romania,2022,Large Cars,Diesel,2504
Romania,2022,Large Cars,Electric,375
Romania,2022,Large Cars,Hybrid,182
Romania,2022,Large Cars,Petrol,6500
Romania,2022,Luxury Cars,Alternative,0
Romania,2022,Luxury Cars,Diesel,137
Romania,2022,Luxury Cars,Electric,11
Romania,2022,Luxury Cars,Hybrid,34
Romania,2022,Luxury Cars,Petrol,48
Romania,2022,Medium Cars,Alternative,0
Romania,2022,Medium Cars,Diesel,4709
Romania,2022,Medium Cars,Electric,1368
Romania,2022,Medium Cars,Hybrid,462
Romania,2022,Medium Cars,Petrol,13822
Romania,2022,Mini Cars,Alternative,161
Romania,2022,Mini Cars,Diesel,7
Romania,2022,Mini Cars,Electric,584
Romania,2022,Mini Cars,Hybrid,248
Romania,2022,Mini Cars,Petrol,3462
Romania,2022,Minivans,Alternative,0
Romania,2022,Minivans,Diesel,4355
Romania,2022,Minivans,Electric,1545
Romania,2022,Minivans,Hybrid,352
Romania,2022,Minivans,Petrol,518
Romania,2022,SUVs,Alternative,1381
Romania,2022,SUVs,Diesel,13521
Romania,2022,SUVs,Electric,3418
Romania,2022,SUVs,Hybrid,1281
Romania,2022,SUVs,Petrol,21570
Romania,2022,Small Cars,Alternative,11603
Romania,2022,Small Cars,Diesel,641
Romania,2022,Small Cars,Electric,5433
Romania,2022,Small Cars,Hybrid,1344
Romania,2022,Small Cars,Petrol,25291
Romania,2022,Sports Cars,Alternative,0
Romania,2022,Sports Cars,Diesel,766
Romania,2022,Sports Cars,Electric,404
Romania,2022,Sports Cars,Hybrid,39
Romania,2022,Sports Cars,Petrol,931
Slovakia,2014,Executive Cars,Alternative,0
Slovakia,2014,Executive Cars,Diesel,832
Slovakia,2014,Executive Cars,Electric,0
Slovakia,2014,Executive Cars,Hybrid,0
Slovakia,2014,Executive Cars,Petrol,78
Slovakia,2014,Large Cars,Alternative,5
Slovakia,2014,Large Cars,Diesel,3649
Slovakia,2014,Large Cars,Electric,0
Slovakia,2014,Large Cars,Hybrid,13
Slovakia,2014,Large Cars,Petrol,483
Slovakia,2014,Luxury Cars,Alternative,1
Slovakia,2014,Luxury Cars,Diesel,218
Slovakia,2014,Luxury Cars,Electric,0
Slovakia,2014,Luxury Cars,Hybrid,1
Slovakia,2014,Luxury Cars,Petrol,120
Slovakia,2014,Medium Cars,Alternative,266
Slovakia,2014,Medium Cars,Diesel,12148
Slovakia,2014,Medium Cars,Electric,26
Slovakia,2014,Medium Cars,Hybrid,0
Slovakia,2014,Medium Cars,Petrol,13637
Slovakia,2014,Mini Cars,Alternative,27
Slovakia,2014,Mini Cars,Diesel,57
Slovakia,2014,Mini Cars,Electric,23
Slovakia,2014,Mini Cars,Hybrid,0
Slovakia,2014,Mini Cars,Petrol,1303
Slovakia,2014,Minivans,Alternative,158
Slovakia,2014,Minivans,Diesel,2913
Slovakia,2014,Minivans,Electric,0
Slovakia,2014,Minivans,Hybrid,0
Slovakia,2014,Minivans,Petrol,2099
Slovakia,2014,SUVs,Alternative,149
Slovakia,2014,SUVs,Diesel,10801
Slovakia,2014,SUVs,Electric,2
Slovakia,2014,SUVs,Hybrid,2
Slovakia,2014,SUVs,Petrol,6549
